Klasse;Stunde;Lernbereich;Thema;Modul-ID;Schüler-Modul;Lehrer-Vorbereitung;Alter Dateiname
5;53;Schreiben;Gegenstände, Tiere und Vorgänge beschreiben: Einen Schreibplan erstellen;de_k5_st53_beschreiben_schreibplan;schueler/de_k5_st53_beschreiben_schreibplan_app.html;lehrer/de_k5_st53_beschreiben_schreibplan_orga.html;de_05_beschreiben_053_schreibplan.html
5;54;Schreiben;Gegenstände, Tiere und Vorgänge beschreiben: Einen ersten Textentwurf verfassen;de_k5_st54_beschreiben_entwurf;schueler/de_k5_st54_beschreiben_entwurf_app.html;lehrer/de_k5_st54_beschreiben_entwurf_orga.html;de_05_beschreiben_054_entwurf.html
5;55;Schreiben;Gegenstände, Tiere und Vorgänge beschreiben: Text kriteriengeleitet überarbeiten;de_k5_st55_beschreiben_ueberarbeiten;schueler/de_k5_st55_beschreiben_ueberarbeiten_app.html;lehrer/de_k5_st55_beschreiben_ueberarbeiten_orga.html;de_05_beschreiben_055_ueberarbeiten.html
5;56;Sprechen und Zuhören;Gegenstände, Tiere und Vorgänge beschreiben: Texte vorstellen und bewerten;de_k5_st56_beschreiben_vorstellen;schueler/de_k5_st56_beschreiben_vorstellen_app.html;lehrer/de_k5_st56_beschreiben_vorstellen_orga.html;de_05_beschreiben_056_vorstellen.html
5;81;Lesen/Umgang mit Texten;Briefe, E-Mails und Einladungen verfassen: Beispieltexte untersuchen;de_k5_st81_briefe_beispiel;schueler/de_k5_st81_briefe_beispiel_app.html;lehrer/de_k5_st81_briefe_beispiel_orga.html;de_05_briefe_081_beispiel.html
5;82;Schreiben;Briefe, E-Mails und Einladungen verfassen: Schreibziel und Kriterien klären;de_k5_st82_briefe_kriterien;schueler/de_k5_st82_briefe_kriterien_app.html;lehrer/de_k5_st82_briefe_kriterien_orga.html;de_05_briefe_082_kriterien.html
5;83;Lesen/Umgang mit Texten;Briefe, E-Mails und Einladungen verfassen: Inhalte auswählen und ordnen;de_k5_st83_briefe_inhalte_ordnen;schueler/de_k5_st83_briefe_inhalte_ordnen_app.html;lehrer/de_k5_st83_briefe_inhalte_ordnen_orga.html;de_05_briefe_083_inhalte_ordnen.html
5;84;Sprache untersuchen;Briefe, E-Mails und Einladungen verfassen: Passende sprachliche Mittel verwenden;de_k5_st84_briefe_sprachmittel;schueler/de_k5_st84_briefe_sprachmittel_app.html;lehrer/de_k5_st84_briefe_sprachmittel_orga.html;de_05_briefe_084_sprachmittel.html
5;85;Schreiben;Briefe, E-Mails und Einladungen verfassen: Einen Schreibplan erstellen;de_k5_st85_briefe_schreibplan;schueler/de_k5_st85_briefe_schreibplan_app.html;lehrer/de_k5_st85_briefe_schreibplan_orga.html;de_05_briefe_085_schreibplan.html
5;86;Schreiben;Briefe, E-Mails und Einladungen verfassen: Einen ersten Textentwurf verfassen;de_k5_st86_briefe_entwurf;schueler/de_k5_st86_briefe_entwurf_app.html;lehrer/de_k5_st86_briefe_entwurf_orga.html;de_05_briefe_086_entwurf.html
5;87;Schreiben;Briefe, E-Mails und Einladungen verfassen: Text kriteriengeleitet überarbeiten;de_k5_st87_briefe_ueberarbeiten;schueler/de_k5_st87_briefe_ueberarbeiten_app.html;lehrer/de_k5_st87_briefe_ueberarbeiten_orga.html;de_05_briefe_087_ueberarbeiten.html
5;88;Sprechen und Zuhören;Briefe, E-Mails und Einladungen verfassen: Texte vorstellen und bewerten;de_k5_st88_briefe_vorstellen;schueler/de_k5_st88_briefe_vorstellen_app.html;lehrer/de_k5_st88_briefe_vorstellen_orga.html;de_05_briefe_088_vorstellen.html
5;9;Lesen/Umgang mit Texten;Erlebnisse anschaulich erzählen: Beispieltexte untersuchen;de_k5_st09_erzaehlen_beispiel;schueler/de_k5_st09_erzaehlen_beispiel_app.html;lehrer/de_k5_st09_erzaehlen_beispiel_orga.html;de_05_erzaehlen_009_beispiel.html
5;10;Schreiben;Erlebnisse anschaulich erzählen: Schreibziel und Kriterien klären;de_k5_st10_erzaehlen_kriterien;schueler/de_k5_st10_erzaehlen_kriterien_app.html;lehrer/de_k5_st10_erzaehlen_kriterien_orga.html;de_05_erzaehlen_010_kriterien.html
5;11;Lesen/Umgang mit Texten;Erlebnisse anschaulich erzählen: Inhalte auswählen und ordnen;de_k5_st11_erzaehlen_inhalte_ordnen;schueler/de_k5_st11_erzaehlen_inhalte_ordnen_app.html;lehrer/de_k5_st11_erzaehlen_inhalte_ordnen_orga.html;de_05_erzaehlen_011_inhalte_ordnen.html
5;12;Sprache untersuchen;Erlebnisse anschaulich erzählen: Passende sprachliche Mittel verwenden;de_k5_st12_erzaehlen_sprachmittel;schueler/de_k5_st12_erzaehlen_sprachmittel_app.html;lehrer/de_k5_st12_erzaehlen_sprachmittel_orga.html;de_05_erzaehlen_012_sprachmittel.html
5;13;Schreiben;Erlebnisse anschaulich erzählen: Einen Schreibplan erstellen;de_k5_st13_erzaehlen_schreibplan;schueler/de_k5_st13_erzaehlen_schreibplan_app.html;lehrer/de_k5_st13_erzaehlen_schreibplan_orga.html;de_05_erzaehlen_013_schreibplan.html
5;14;Schreiben;Erlebnisse anschaulich erzählen: Einen ersten Textentwurf verfassen;de_k5_st14_erzaehlen_entwurf;schueler/de_k5_st14_erzaehlen_entwurf_app.html;lehrer/de_k5_st14_erzaehlen_entwurf_orga.html;de_05_erzaehlen_014_entwurf.html
5;15;Schreiben;Erlebnisse anschaulich erzählen: Text kriteriengeleitet überarbeiten;de_k5_st15_erzaehlen_ueberarbeiten;schueler/de_k5_st15_erzaehlen_ueberarbeiten_app.html;lehrer/de_k5_st15_erzaehlen_ueberarbeiten_orga.html;de_05_erzaehlen_015_ueberarbeiten.html
5;16;Sprechen und Zuhören;Erlebnisse anschaulich erzählen: Texte vorstellen und bewerten;de_k5_st16_erzaehlen_vorstellen;schueler/de_k5_st16_erzaehlen_vorstellen_app.html;lehrer/de_k5_st16_erzaehlen_vorstellen_orga.html;de_05_erzaehlen_016_vorstellen.html
5;89;Sprechen und Zuhören;Lesen, Vortragen und Medien nutzen: Vorwissen und Positionen klären;de_k5_st89_jahresprojekt_einstieg;schueler/de_k5_st89_jahresprojekt_einstieg_app.html;lehrer/de_k5_st89_jahresprojekt_einstieg_orga.html;de_05_jahresprojekt_089_einstieg.html
5;90;Lesen/Umgang mit Texten;Lesen, Vortragen und Medien nutzen: Quellen und Materialien erschließen;de_k5_st90_jahresprojekt_quellen;schueler/de_k5_st90_jahresprojekt_quellen_app.html;lehrer/de_k5_st90_jahresprojekt_quellen_orga.html;de_05_jahresprojekt_090_quellen.html
5;91;Lesen/Umgang mit Texten;Lesen, Vortragen und Medien nutzen: Qualitätskriterien anwenden;de_k5_st91_jahresprojekt_kriterien;schueler/de_k5_st91_jahresprojekt_kriterien_app.html;lehrer/de_k5_st91_jahresprojekt_kriterien_orga.html;de_05_jahresprojekt_091_kriterien.html
5;92;Lesen/Umgang mit Texten;Lesen, Vortragen und Medien nutzen: Darstellungen vergleichen;de_k5_st92_jahresprojekt_vergleichen;schueler/de_k5_st92_jahresprojekt_vergleichen_app.html;lehrer/de_k5_st92_jahresprojekt_vergleichen_orga.html;de_05_jahresprojekt_092_vergleichen.html
5;93;Schreiben;Lesen, Vortragen und Medien nutzen: Informationen prüfen und ordnen;de_k5_st93_jahresprojekt_recherche;schueler/de_k5_st93_jahresprojekt_recherche_app.html;lehrer/de_k5_st93_jahresprojekt_recherche_orga.html;de_05_jahresprojekt_093_recherche.html
5;94;Schreiben;Lesen, Vortragen und Medien nutzen: Produkt planen;de_k5_st94_jahresprojekt_planen;schueler/de_k5_st94_jahresprojekt_planen_app.html;lehrer/de_k5_st94_jahresprojekt_planen_orga.html;de_05_jahresprojekt_094_planen.html
5;95;Schreiben;Lesen, Vortragen und Medien nutzen: Produkt erstellen;de_k5_st95_jahresprojekt_erstellen;schueler/de_k5_st95_jahresprojekt_erstellen_app.html;lehrer/de_k5_st95_jahresprojekt_erstellen_orga.html;de_05_jahresprojekt_095_erstellen.html
5;96;Sprechen und Zuhören;Lesen, Vortragen und Medien nutzen: Präsentieren und reflektieren;de_k5_st96_jahresprojekt_reflexion;schueler/de_k5_st96_jahresprojekt_reflexion_app.html;lehrer/de_k5_st96_jahresprojekt_reflexion_orga.html;de_05_jahresprojekt_096_reflexion.html
5;65;Sprechen und Zuhören;Kinder- und Jugendbuch als Ganzschrift: Hör- oder Leseeinstieg gestalten;de_k5_st65_jugendbuch_einstieg;schueler/de_k5_st65_jugendbuch_einstieg_app.html;lehrer/de_k5_st65_jugendbuch_einstieg_orga.html;de_05_jugendbuch_065_einstieg.html
5;66;Lesen/Umgang mit Texten;Kinder- und Jugendbuch als Ganzschrift: Den Text mit Lesestrategien erschließen;de_k5_st66_jugendbuch_erschliessen;schueler/de_k5_st66_jugendbuch_erschliessen_app.html;lehrer/de_k5_st66_jugendbuch_erschliessen_orga.html;de_05_jugendbuch_066_erschliessen.html
5;67;Lesen/Umgang mit Texten;Kinder- und Jugendbuch als Ganzschrift: Gattungsmerkmale erkennen;de_k5_st67_jugendbuch_merkmale;schueler/de_k5_st67_jugendbuch_merkmale_app.html;lehrer/de_k5_st67_jugendbuch_merkmale_orga.html;de_05_jugendbuch_067_merkmale.html
5;68;Lesen/Umgang mit Texten;Kinder- und Jugendbuch als Ganzschrift: Figuren, Handlung und Konflikt untersuchen;de_k5_st68_jugendbuch_figuren_handlung;schueler/de_k5_st68_jugendbuch_figuren_handlung_app.html;lehrer/de_k5_st68_jugendbuch_figuren_handlung_orga.html;de_05_jugendbuch_068_figuren_handlung.html
5;69;Sprache untersuchen;Kinder- und Jugendbuch als Ganzschrift: Sprache und Wirkung untersuchen;de_k5_st69_jugendbuch_sprache_wirkung;schueler/de_k5_st69_jugendbuch_sprache_wirkung_app.html;lehrer/de_k5_st69_jugendbuch_sprache_wirkung_orga.html;de_05_jugendbuch_069_sprache_wirkung.html
5;70;Schreiben;Kinder- und Jugendbuch als Ganzschrift: Eine Deutung oder Perspektive vorbereiten;de_k5_st70_jugendbuch_deutung_planen;schueler/de_k5_st70_jugendbuch_deutung_planen_app.html;lehrer/de_k5_st70_jugendbuch_deutung_planen_orga.html;de_05_jugendbuch_070_deutung_planen.html
5;71;Schreiben;Kinder- und Jugendbuch als Ganzschrift: Lesetagebuch gestalten;de_k5_st71_jugendbuch_produkt;schueler/de_k5_st71_jugendbuch_produkt_app.html;lehrer/de_k5_st71_jugendbuch_produkt_orga.html;de_05_jugendbuch_071_produkt.html
5;72;Sprechen und Zuhören;Kinder- und Jugendbuch als Ganzschrift: Ergebnisse präsentieren und reflektieren;de_k5_st72_jugendbuch_praesentieren;schueler/de_k5_st72_jugendbuch_praesentieren_app.html;lehrer/de_k5_st72_jugendbuch_praesentieren_orga.html;de_05_jugendbuch_072_praesentieren.html
5;25;Sprechen und Zuhören;Märchen lesen und gestalten: Hör- oder Leseeinstieg gestalten;de_k5_st25_maerchen_einstieg;schueler/de_k5_st25_maerchen_einstieg_app.html;lehrer/de_k5_st25_maerchen_einstieg_orga.html;de_05_maerchen_025_einstieg.html
5;26;Lesen/Umgang mit Texten;Märchen lesen und gestalten: Den Text mit Lesestrategien erschließen;de_k5_st26_maerchen_erschliessen;schueler/de_k5_st26_maerchen_erschliessen_app.html;lehrer/de_k5_st26_maerchen_erschliessen_orga.html;de_05_maerchen_026_erschliessen.html
5;27;Lesen/Umgang mit Texten;Märchen lesen und gestalten: Gattungsmerkmale erkennen;de_k5_st27_maerchen_merkmale;schueler/de_k5_st27_maerchen_merkmale_app.html;lehrer/de_k5_st27_maerchen_merkmale_orga.html;de_05_maerchen_027_merkmale.html
5;28;Lesen/Umgang mit Texten;Märchen lesen und gestalten: Figuren, Handlung und Konflikt untersuchen;de_k5_st28_maerchen_figuren_handlung;schueler/de_k5_st28_maerchen_figuren_handlung_app.html;lehrer/de_k5_st28_maerchen_figuren_handlung_orga.html;de_05_maerchen_028_figuren_handlung.html
5;29;Sprache untersuchen;Märchen lesen und gestalten: Sprache und Wirkung untersuchen;de_k5_st29_maerchen_sprache_wirkung;schueler/de_k5_st29_maerchen_sprache_wirkung_app.html;lehrer/de_k5_st29_maerchen_sprache_wirkung_orga.html;de_05_maerchen_029_sprache_wirkung.html
5;30;Schreiben;Märchen lesen und gestalten: Eine Deutung oder Perspektive vorbereiten;de_k5_st30_maerchen_deutung_planen;schueler/de_k5_st30_maerchen_deutung_planen_app.html;lehrer/de_k5_st30_maerchen_deutung_planen_orga.html;de_05_maerchen_030_deutung_planen.html
5;31;Schreiben;Märchen lesen und gestalten: Eigenes Märchen gestalten;de_k5_st31_maerchen_produkt;schueler/de_k5_st31_maerchen_produkt_app.html;lehrer/de_k5_st31_maerchen_produkt_orga.html;de_05_maerchen_031_produkt.html
5;32;Sprechen und Zuhören;Märchen lesen und gestalten: Ergebnisse präsentieren und reflektieren;de_k5_st32_maerchen_praesentieren;schueler/de_k5_st32_maerchen_praesentieren_app.html;lehrer/de_k5_st32_maerchen_praesentieren_orga.html;de_05_maerchen_032_praesentieren.html
5;57;Sprechen und Zuhören;Naturgedichte entdecken: Hör- oder Leseeinstieg gestalten;de_k5_st57_naturlyrik_einstieg;schueler/de_k5_st57_naturlyrik_einstieg_app.html;lehrer/de_k5_st57_naturlyrik_einstieg_orga.html;de_05_naturlyrik_057_einstieg.html
5;58;Lesen/Umgang mit Texten;Naturgedichte entdecken: Den Text mit Lesestrategien erschließen;de_k5_st58_naturlyrik_erschliessen;schueler/de_k5_st58_naturlyrik_erschliessen_app.html;lehrer/de_k5_st58_naturlyrik_erschliessen_orga.html;de_05_naturlyrik_058_erschliessen.html
5;59;Lesen/Umgang mit Texten;Naturgedichte entdecken: Gattungsmerkmale erkennen;de_k5_st59_naturlyrik_merkmale;schueler/de_k5_st59_naturlyrik_merkmale_app.html;lehrer/de_k5_st59_naturlyrik_merkmale_orga.html;de_05_naturlyrik_059_merkmale.html
5;60;Lesen/Umgang mit Texten;Naturgedichte entdecken: Figuren, Handlung und Konflikt untersuchen;de_k5_st60_naturlyrik_figuren_handlung;schueler/de_k5_st60_naturlyrik_figuren_handlung_app.html;lehrer/de_k5_st60_naturlyrik_figuren_handlung_orga.html;de_05_naturlyrik_060_figuren_handlung.html
5;61;Sprache untersuchen;Naturgedichte entdecken: Sprache und Wirkung untersuchen;de_k5_st61_naturlyrik_sprache_wirkung;schueler/de_k5_st61_naturlyrik_sprache_wirkung_app.html;lehrer/de_k5_st61_naturlyrik_sprache_wirkung_orga.html;de_05_naturlyrik_061_sprache_wirkung.html
5;62;Schreiben;Naturgedichte entdecken: Eine Deutung oder Perspektive vorbereiten;de_k5_st62_naturlyrik_deutung_planen;schueler/de_k5_st62_naturlyrik_deutung_planen_app.html;lehrer/de_k5_st62_naturlyrik_deutung_planen_orga.html;de_05_naturlyrik_062_deutung_planen.html
5;63;Schreiben;Naturgedichte entdecken: Gedichtvortrag und eigenes Gedicht gestalten;de_k5_st63_naturlyrik_produkt;schueler/de_k5_st63_naturlyrik_produkt_app.html;lehrer/de_k5_st63_naturlyrik_produkt_orga.html;de_05_naturlyrik_063_produkt.html
5;64;Sprechen und Zuhören;Naturgedichte entdecken: Ergebnisse präsentieren und reflektieren;de_k5_st64_naturlyrik_praesentieren;schueler/de_k5_st64_naturlyrik_praesentieren_app.html;lehrer/de_k5_st64_naturlyrik_praesentieren_orga.html;de_05_naturlyrik_064_praesentieren.html
5;33;Sprache untersuchen;Rechtschreibstrategien anwenden: Lernstand feststellen;de_k5_st33_rechtschreibung_diagnose;schueler/de_k5_st33_rechtschreibung_diagnose_app.html;lehrer/de_k5_st33_rechtschreibung_diagnose_orga.html;de_05_rechtschreibung_033_diagnose.html
5;34;Sprache untersuchen;Rechtschreibstrategien anwenden: Grundbegriffe sichern;de_k5_st34_rechtschreibung_grundbegriffe;schueler/de_k5_st34_rechtschreibung_grundbegriffe_app.html;lehrer/de_k5_st34_rechtschreibung_grundbegriffe_orga.html;de_05_rechtschreibung_034_grundbegriffe.html
5;35;Sprache untersuchen;Rechtschreibstrategien anwenden: Verfahren anwenden;de_k5_st35_rechtschreibung_verfahren;schueler/de_k5_st35_rechtschreibung_verfahren_app.html;lehrer/de_k5_st35_rechtschreibung_verfahren_orga.html;de_05_rechtschreibung_035_verfahren.html
5;36;Sprache untersuchen;Rechtschreibstrategien anwenden: Formen und Funktionen untersuchen;de_k5_st36_rechtschreibung_funktion;schueler/de_k5_st36_rechtschreibung_funktion_app.html;lehrer/de_k5_st36_rechtschreibung_funktion_orga.html;de_05_rechtschreibung_036_funktion.html
5;37;Schreiben;Rechtschreibstrategien anwenden: Wissen im eigenen Text nutzen;de_k5_st37_rechtschreibung_anwenden;schueler/de_k5_st37_rechtschreibung_anwenden_app.html;lehrer/de_k5_st37_rechtschreibung_anwenden_orga.html;de_05_rechtschreibung_037_anwenden.html
5;38;Sprache untersuchen;Rechtschreibstrategien anwenden: Fehler finden und korrigieren;de_k5_st38_rechtschreibung_fehler;schueler/de_k5_st38_rechtschreibung_fehler_app.html;lehrer/de_k5_st38_rechtschreibung_fehler_orga.html;de_05_rechtschreibung_038_fehler.html
5;39;Sprache untersuchen;Rechtschreibstrategien anwenden: Transfer auf unbekannte Beispiele;de_k5_st39_rechtschreibung_transfer;schueler/de_k5_st39_rechtschreibung_transfer_app.html;lehrer/de_k5_st39_rechtschreibung_transfer_orga.html;de_05_rechtschreibung_039_transfer.html
5;40;Schreiben;Rechtschreibstrategien anwenden: Lernprodukt und Kompetenzcheck;de_k5_st40_rechtschreibung_kompetenzcheck;schueler/de_k5_st40_rechtschreibung_kompetenzcheck_app.html;lehrer/de_k5_st40_rechtschreibung_kompetenzcheck_orga.html;de_05_rechtschreibung_040_kompetenzcheck.html
5;73;Sprechen und Zuhören;Sachtexte und Schaubilder erschließen: Vorwissen und Positionen klären;de_k5_st73_sachtexte_einstieg;schueler/de_k5_st73_sachtexte_einstieg_app.html;lehrer/de_k5_st73_sachtexte_einstieg_orga.html;de_05_sachtexte_073_einstieg.html
5;74;Lesen/Umgang mit Texten;Sachtexte und Schaubilder erschließen: Quellen und Materialien erschließen;de_k5_st74_sachtexte_quellen;schueler/de_k5_st74_sachtexte_quellen_app.html;lehrer/de_k5_st74_sachtexte_quellen_orga.html;de_05_sachtexte_074_quellen.html
5;75;Lesen/Umgang mit Texten;Sachtexte und Schaubilder erschließen: Qualitätskriterien anwenden;de_k5_st75_sachtexte_kriterien;schueler/de_k5_st75_sachtexte_kriterien_app.html;lehrer/de_k5_st75_sachtexte_kriterien_orga.html;de_05_sachtexte_075_kriterien.html
5;76;Lesen/Umgang mit Texten;Sachtexte und Schaubilder erschließen: Darstellungen vergleichen;de_k5_st76_sachtexte_vergleichen;schueler/de_k5_st76_sachtexte_vergleichen_app.html;lehrer/de_k5_st76_sachtexte_vergleichen_orga.html;de_05_sachtexte_076_vergleichen.html
5;77;Schreiben;Sachtexte und Schaubilder erschließen: Informationen prüfen und ordnen;de_k5_st77_sachtexte_recherche;schueler/de_k5_st77_sachtexte_recherche_app.html;lehrer/de_k5_st77_sachtexte_recherche_orga.html;de_05_sachtexte_077_recherche.html
5;78;Schreiben;Sachtexte und Schaubilder erschließen: Produkt planen;de_k5_st78_sachtexte_planen;schueler/de_k5_st78_sachtexte_planen_app.html;lehrer/de_k5_st78_sachtexte_planen_orga.html;de_05_sachtexte_078_planen.html
5;79;Schreiben;Sachtexte und Schaubilder erschließen: Produkt erstellen;de_k5_st79_sachtexte_erstellen;schueler/de_k5_st79_sachtexte_erstellen_app.html;lehrer/de_k5_st79_sachtexte_erstellen_orga.html;de_05_sachtexte_079_erstellen.html
5;80;Sprechen und Zuhören;Sachtexte und Schaubilder erschließen: Präsentieren und reflektieren;de_k5_st80_sachtexte_reflexion;schueler/de_k5_st80_sachtexte_reflexion_app.html;lehrer/de_k5_st80_sachtexte_reflexion_orga.html;de_05_sachtexte_080_reflexion.html
5;41;Sprechen und Zuhören;Sagen aus Thüringen und der Antike: Hör- oder Leseeinstieg gestalten;de_k5_st41_sagen_einstieg;schueler/de_k5_st41_sagen_einstieg_app.html;lehrer/de_k5_st41_sagen_einstieg_orga.html;de_05_sagen_041_einstieg.html
5;42;Lesen/Umgang mit Texten;Sagen aus Thüringen und der Antike: Den Text mit Lesestrategien erschließen;de_k5_st42_sagen_erschliessen;schueler/de_k5_st42_sagen_erschliessen_app.html;lehrer/de_k5_st42_sagen_erschliessen_orga.html;de_05_sagen_042_erschliessen.html
5;43;Lesen/Umgang mit Texten;Sagen aus Thüringen und der Antike: Gattungsmerkmale erkennen;de_k5_st43_sagen_merkmale;schueler/de_k5_st43_sagen_merkmale_app.html;lehrer/de_k5_st43_sagen_merkmale_orga.html;de_05_sagen_043_merkmale.html
5;44;Lesen/Umgang mit Texten;Sagen aus Thüringen und der Antike: Figuren, Handlung und Konflikt untersuchen;de_k5_st44_sagen_figuren_handlung;schueler/de_k5_st44_sagen_figuren_handlung_app.html;lehrer/de_k5_st44_sagen_figuren_handlung_orga.html;de_05_sagen_044_figuren_handlung.html
5;45;Sprache untersuchen;Sagen aus Thüringen und der Antike: Sprache und Wirkung untersuchen;de_k5_st45_sagen_sprache_wirkung;schueler/de_k5_st45_sagen_sprache_wirkung_app.html;lehrer/de_k5_st45_sagen_sprache_wirkung_orga.html;de_05_sagen_045_sprache_wirkung.html
5;46;Schreiben;Sagen aus Thüringen und der Antike: Eine Deutung oder Perspektive vorbereiten;de_k5_st46_sagen_deutung_planen;schueler/de_k5_st46_sagen_deutung_planen_app.html;lehrer/de_k5_st46_sagen_deutung_planen_orga.html;de_05_sagen_046_deutung_planen.html
5;47;Schreiben;Sagen aus Thüringen und der Antike: Sagenkarte oder Nacherzählung gestalten;de_k5_st47_sagen_produkt;schueler/de_k5_st47_sagen_produkt_app.html;lehrer/de_k5_st47_sagen_produkt_orga.html;de_05_sagen_047_produkt.html
5;48;Sprechen und Zuhören;Sagen aus Thüringen und der Antike: Ergebnisse präsentieren und reflektieren;de_k5_st48_sagen_praesentieren;schueler/de_k5_st48_sagen_praesentieren_app.html;lehrer/de_k5_st48_sagen_praesentieren_orga.html;de_05_sagen_048_praesentieren.html
5;17;Sprache untersuchen;Wortarten als Bausteine des Satzes: Lernstand feststellen;de_k5_st17_wortarten_diagnose;schueler/de_k5_st17_wortarten_diagnose_app.html;lehrer/de_k5_st17_wortarten_diagnose_orga.html;de_05_wortarten_017_diagnose.html
5;18;Sprache untersuchen;Wortarten als Bausteine des Satzes: Grundbegriffe sichern;de_k5_st18_wortarten_grundbegriffe;schueler/de_k5_st18_wortarten_grundbegriffe_app.html;lehrer/de_k5_st18_wortarten_grundbegriffe_orga.html;de_05_wortarten_018_grundbegriffe.html
5;19;Sprache untersuchen;Wortarten als Bausteine des Satzes: Verfahren anwenden;de_k5_st19_wortarten_verfahren;schueler/de_k5_st19_wortarten_verfahren_app.html;lehrer/de_k5_st19_wortarten_verfahren_orga.html;de_05_wortarten_019_verfahren.html
5;20;Sprache untersuchen;Wortarten als Bausteine des Satzes: Formen und Funktionen untersuchen;de_k5_st20_wortarten_funktion;schueler/de_k5_st20_wortarten_funktion_app.html;lehrer/de_k5_st20_wortarten_funktion_orga.html;de_05_wortarten_020_funktion.html
5;21;Schreiben;Wortarten als Bausteine des Satzes: Wissen im eigenen Text nutzen;de_k5_st21_wortarten_anwenden;schueler/de_k5_st21_wortarten_anwenden_app.html;lehrer/de_k5_st21_wortarten_anwenden_orga.html;de_05_wortarten_021_anwenden.html
5;22;Sprache untersuchen;Wortarten als Bausteine des Satzes: Fehler finden und korrigieren;de_k5_st22_wortarten_fehler;schueler/de_k5_st22_wortarten_fehler_app.html;lehrer/de_k5_st22_wortarten_fehler_orga.html;de_05_wortarten_022_fehler.html
5;23;Sprache untersuchen;Wortarten als Bausteine des Satzes: Transfer auf unbekannte Beispiele;de_k5_st23_wortarten_transfer;schueler/de_k5_st23_wortarten_transfer_app.html;lehrer/de_k5_st23_wortarten_transfer_orga.html;de_05_wortarten_023_transfer.html
5;24;Schreiben;Wortarten als Bausteine des Satzes: Lernprodukt und Kompetenzcheck;de_k5_st24_wortarten_kompetenzcheck;schueler/de_k5_st24_wortarten_kompetenzcheck_app.html;lehrer/de_k5_st24_wortarten_kompetenzcheck_orga.html;de_05_wortarten_024_kompetenzcheck.html
